customer_id,product_id,product_name,product_type,category,already_owned,eligible,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_fit_score,income_score,balance_score,spending_score,transaction_score,digital_score,segment_fit_score,historical_response_score,cross_sell_score,recommendation_score,recommendation_confidence,product_rank
C000001,P008,Premium Banking,Banking,Premium,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.44547716004574245,0.32483535160399407,0.07939661035183641,0.3328501995613482,0.631578947368421,0.724,1.0,0.45,0.65,0.6409732024374977,Medium,1
C000001,P004,Personal Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.43310799538544487,0.32483535160399407,0.07939661035183641,0.3328501995613482,0.631578947368421,0.724,1.0,0.45,0.65,0.6378809112724233,Medium,2
C000001,P006,Mutual Fund Plan,Investment,Wealth,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.42623118303424834,0.32483535160399407,0.07939661035183641,0.3328501995613482,0.631578947368421,0.724,1.0,0.45,0.65,0.6361617081846241,Medium,3
C000001,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.36481633982544304,0.32483535160399407,0.07939661035183641,0.3328501995613482,0.631578947368421,0.724,1.0,0.45,0.65,0.6208079973824229,Medium,4
C000002,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Low Risk,Low Cross-Sell Opportunity,Priority 3,0.21408117820738506,0.025045145527937115,0.06572163192965996,0.032461075958534605,0.5131578947368421,0.578,0.7,0.125,0.3,0.34580300786796003,Low,1
C000002,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Relationship Customer,Low Risk,Low Cross-Sell Opportunity,Priority 3,0.1892041667131322,0.025045145527937115,0.06572163192965996,0.032461075958534605,0.5131578947368421,0.578,0.7,0.125,0.3,0.3395837549943968,Low,2
C000002,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Low Risk,Low Cross-Sell Opportunity,Priority 3,0.13856454810414687,0.025045145527937115,0.06572163192965996,0.032461075958534605,0.5131578947368421,0.578,0.7,0.125,0.3,0.3269238503421505,Low,3
C000002,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Low Risk,Low Cross-Sell Opportunity,Priority 3,0.09511315310045504,0.025045145527937115,0.06572163192965996,0.032461075958534605,0.5131578947368421,0.578,0.7,0.125,0.3,0.3160610015912275,Low,4
C000003,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.2961765270600232,0.1191948162311451,0.03799233851911336,0.0997110542315323,0.47368421052631576,0.488,0.7,0.5,0.65,0.42523572659018216,Low,1
C000003,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.20404869792592065,0.1191948162311451,0.03799233851911336,0.0997110542315323,0.47368421052631576,0.488,0.7,0.5,0.65,0.4022037693066566,Low,2
C000003,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.18740731861557586,0.1191948162311451,0.03799233851911336,0.0997110542315323,0.47368421052631576,0.488,0.7,0.5,0.65,0.3980434244790704,Low,3
C000003,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.17941221066774565,0.1191948162311451,0.03799233851911336,0.0997110542315323,0.47368421052631576,0.488,0.7,0.5,0.65,0.39604464749211277,Low,4
C000003,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.13373127578138513,0.1191948162311451,0.03799233851911336,0.0997110542315323,0.47368421052631576,0.488,0.7,0.5,0.65,0.3846244137705227,Low,5
C000004,P008,Premium Banking,Banking,Premium,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5629077269371213,0.5302660930529,0.27310311632324363,0.35926976713325987,0.6052631578947368,0.847,1.0,0.0,0.65,0.6547696240290709,Medium,1
C000004,P004,Personal Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5272622251975421,0.5302660930529,0.27310311632324363,0.35926976713325987,0.6052631578947368,0.847,1.0,0.0,0.65,0.6458582485941761,Medium,2
C000004,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.49828770479587403,0.5302660930529,0.27310311632324363,0.35926976713325987,0.6052631578947368,0.847,1.0,0.0,0.65,0.638614618493759,Medium,3
C000005,P008,Premium Banking,Banking,Premium,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5537719257266807,0.4333173996175908,0.4782015953792195,0.15769364833281468,0.7236842105263158,0.706,1.0,0.45,0.65,0.6817590929341357,Medium,1
C000005,P003,Rewards Credit Card,Credit Card,Cards,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5441283068315892,0.4333173996175908,0.4782015953792195,0.15769364833281468,0.7236842105263158,0.706,1.0,0.45,0.65,0.6793481882103629,Medium,2
C000005,P006,Mutual Fund Plan,Investment,Wealth,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5388742245772554,0.4333173996175908,0.4782015953792195,0.15769364833281468,0.7236842105263158,0.706,1.0,0.45,0.65,0.6780346676467794,Medium,3
C000005,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5244662509175598,0.4333173996175908,0.4782015953792195,0.15769364833281468,0.7236842105263158,0.706,1.0,0.45,0.65,0.6744326742318556,Medium,4
C000005,P007,Term Insurance,Insurance,Protection,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.4249974617740774,0.4333173996175908,0.4782015953792195,0.15769364833281468,0.7236842105263158,0.706,1.0,0.45,0.65,0.649565476945985,Medium,5
C000006,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,0.2784843676673637,0.10228383258975993,0.04609183787169133,0.11114132644050026,0.5,0.699,0.7,0.1,0.3,0.38497785843479293,Low,1
C000006,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,0.2585824315650369,0.10228383258975993,0.04609183787169133,0.11114132644050026,0.5,0.699,0.7,0.1,0.3,0.38000237440921125,Low,2
C000006,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,0.16160309437749065,0.10228383258975993,0.04609183787169133,0.11114132644050026,0.5,0.699,0.7,0.1,0.3,0.3557575401123247,Low,3
C000007,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,0.29673730432899437,0.12133790099851285,0.20345538586318104,0.20151350765397905,0.2236842105263158,0.491,0.7,0.75,0.3,0.37610453786089854,Low,1
C000007,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,0.2948728139283765,0.12133790099851285,0.20345538586318104,0.20151350765397905,0.2236842105263158,0.491,0.7,0.75,0.3,0.3756384152607441,Low,2
C000007,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,0.2779212046506013,0.12133790099851285,0.20345538586318104,0.20151350765397905,0.2236842105263158,0.491,0.7,0.75,0.3,0.3714005129413003,Low,3
C000008,P007,Term Insurance,Insurance,Protection,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.30003941546627605,0.0404105587422987,0.0356157215795351,0.0,0.06578947368421052,0.12,0.25,0.6666666666666666,0.3,0.24412705333432702,Low,1
C000008,P006,Mutual Fund Plan,Investment,Wealth,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.12924709586504693,0.0404105587422987,0.0356157215795351,0.0,0.06578947368421052,0.12,0.25,0.6666666666666666,0.3,0.2014289734340197,Low,2
C000008,P005,Home Loan,Loan,Lending,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.1098556352641551,0.0404105587422987,0.0356157215795351,0.0,0.06578947368421052,0.12,0.25,0.6666666666666666,0.3,0.19658110828379674,Low,3
C000008,P008,Premium Banking,Banking,Premium,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.1090976705776906,0.0404105587422987,0.0356157215795351,0.0,0.06578947368421052,0.12,0.25,0.6666666666666666,0.3,0.19639161711218064,Low,4
C000008,P003,Rewards Credit Card,Credit Card,Cards,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.0607191020598485,0.0404105587422987,0.0356157215795351,0.0,0.06578947368421052,0.12,0.25,0.6666666666666666,0.3,0.1842969749827201,Low,5
C000009,P003,Rewards Credit Card,Credit Card,Cards,False,1,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,0.2658366755979248,0.06800775440832803,0.01803560244829269,0.08474231775250282,0.47368421052631576,0.213,0.7,0.0,0.3,0.29241335136009416,Low,1
C000009,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,0.1769532099218578,0.06800775440832803,0.01803560244829269,0.08474231775250282,0.47368421052631576,0.213,0.7,0.0,0.3,0.2701924849410774,Low,2
C000009,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,0.1615171102765405,0.06800775440832803,0.01803560244829269,0.08474231775250282,0.47368421052631576,0.213,0.7,0.0,0.3,0.2663334600297481,Low,3
C000009,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,0.14567264361276966,0.06800775440832803,0.01803560244829269,0.08474231775250282,0.47368421052631576,0.213,0.7,0.0,0.3,0.2623723433638054,Low,4
C000010,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.30536724100808893,0.040391969407265776,0.013618741601589721,0.021405536133640216,0.18421052631578946,0.284,0.7,0.0,0.3,0.2604517830808438,Low,1
C000010,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.1907972510800304,0.040391969407265776,0.013618741601589721,0.021405536133640216,0.18421052631578946,0.284,0.7,0.0,0.3,0.23180928559882918,Low,2
C000010,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.16735357291911085,0.040391969407265776,0.013618741601589721,0.021405536133640216,0.18421052631578946,0.284,0.7,0.0,0.3,0.2259483660585993,Low,3
C000010,P003,Rewards Credit Card,Credit Card,Cards,False,1,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.14791515404466493,0.040391969407265776,0.013618741601589721,0.021405536133640216,0.18421052631578946,0.284,0.7,0.0,0.3,0.22108876133998778,Low,4
C000011,P003,Rewards Credit Card,Credit Card,Cards,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.33841794039268636,0.005576800509878904,0.11123468463543695,0.0,0.35526315789473684,0.802,0.7,0.25,0.65,0.3817093188843579,Low,1
C000011,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.27340874165236967,0.005576800509878904,0.11123468463543695,0.0,0.35526315789473684,0.802,0.7,0.25,0.65,0.36545701919927875,Low,2
C000011,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.2683746653653002,0.005576800509878904,0.11123468463543695,0.0,0.35526315789473684,0.802,0.7,0.25,0.65,0.3641985001275114,Low,3
C000011,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.24537770716961105,0.005576800509878904,0.11123468463543695,0.0,0.35526315789473684,0.802,0.7,0.25,0.65,0.35844926057858906,Low,4
C000011,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.12561777097895072,0.005576800509878904,0.11123468463543695,0.0,0.35526315789473684,0.802,0.7,0.25,0.65,0.328509276530924,Low,5
C000011,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.10705549791028651,0.005576800509878904,0.11123468463543695,0.0,0.35526315789473684,0.802,0.7,0.25,0.65,0.3238687082637579,Low,6
C000012,P007,Term Insurance,Insurance,Protection,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.609249513496789,0.5964255364350967,0.14766077530665658,0.6180322905306715,0.631578947368421,0.569,1.0,0.6,0.65,0.7157343277664798,Medium,1
C000012,P004,Personal Loan,Loan,Lending,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5715162661856564,0.5964255364350967,0.14766077530665658,0.6180322905306715,0.631578947368421,0.569,1.0,0.6,0.65,0.7063010159386967,Medium,2
C000012,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.49852553551350043,0.5964255364350967,0.14766077530665658,0.6180322905306715,0.631578947368421,0.569,1.0,0.6,0.65,0.6880533332706575,Medium,3
C000013,P003,Rewards Credit Card,Credit Card,Cards,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.5064139385254376,0.17178670065859358,0.17102455453277507,0.06547490554594584,0.5394736842105263,0.776,1.0,0.75,0.65,0.6269818773946572,Medium,1
C000013,P008,Premium Banking,Banking,Premium,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.43436182890232855,0.17178670065859358,0.17102455453277507,0.06547490554594584,0.5394736842105263,0.776,1.0,0.75,0.65,0.6089688499888799,Medium,2
C000013,P007,Term Insurance,Insurance,Protection,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.39152590595751346,0.17178670065859358,0.17102455453277507,0.06547490554594584,0.5394736842105263,0.776,1.0,0.75,0.65,0.5982598692526762,Medium,3
C000013,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,0.3053758464280565,0.17178670065859358,0.17102455453277507,0.06547490554594584,0.5394736842105263,0.776,1.0,0.75,0.65,0.5767223543703118,Medium,4
C000014,P004,Personal Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.4084377250698059,0.26971531761206713,0.15491811953852275,0.18993885601024957,0.7763157894736842,0.879,1.0,0.5416666666666666,0.65,0.6470665298775843,Medium,1
C000014,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,0.34853574433279433,0.26971531761206713,0.15491811953852275,0.18993885601024957,0.7763157894736842,0.879,1.0,0.5416666666666666,0.65,0.6320910346933314,Medium,2
C000015,P003,Rewards Credit Card,Credit Card,Cards,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.3707880981854903,0.037160080730826425,0.04894873821690157,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65,0.3804921985872747,Low,1
C000015,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.29363262156298203,0.037160080730826425,0.04894873821690157,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65,0.3612033294316477,Low,2
C000015,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.271096989379074,0.037160080730826425,0.04894873821690157,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65,0.3555694213856706,Low,3
C000015,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.2570584914955076,0.037160080730826425,0.04894873821690157,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65,0.35205979691477907,Low,4
C000015,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.16029099531459942,0.037160080730826425,0.04894873821690157,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65,0.327867922869552,Low,5
C000015,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.13048753162640578,0.037160080730826425,0.04894873821690157,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65,0.32041705694750355,Low,6
